Nebraska,Scottsbluff,-11539556.3264409,5141111.76295861,-103.6615982,41.86722946
Nevada,Elko,-12886421.7771227,4988580.56999995,-115.7606964,40.83871078
Nevada,Ely,-12595800.3832589,4762333.49204287,-113.15,39.2833
Nevada,Las Vegas,-12826543.5573586,4328969.24445571,-115.2228012,36.20574951
Nevada,Reno,-13338579.9193479,4799132.13803438,-119.8225021,39.5387001
Nevada,Tonopah,-13009541.5346903,4588852.57555492,-116.8667,38.0667
Nevada,Winnemucca,-12935324.8301784,4997602.85716766,-116.2,40.9
New Hampshire,Concord,-7966030.13274334,5347288.9449218,-71.56006622,43.23159027
New Jersey,Atlantic City,-8288987.61897197,4776963.13903708,-74.46124268,39.38494873
New Jersey,Newark,-8256928.23012585,4971730.99414121,-74.17324829,40.72409821
New Mexico,Albuquerque,-11869396.5453908,4179822.55489223,-106.6246033,35.11722183
New Mexico,Tucumcari,-11399115.8572312,4188818.86633724,-102.4,35.1833
New York,Albany,-8215269.20053839,5261232.97552881,-73.79901886,42.6657486
New York,Binghamton,-8450209.44783348,5176203.45937238,-75.90952301,42.10155106
New York,Buffalo,-8778620.29112572,5295213.45364196,-78.85968781,42.88980103
New York,Massena,-8337099.63238646,5610272.46682821,-74.89344025,44.92850113
New York,New York City,-8238306.45078432,4970298.62994823,-74.005966,40.714346
New York,Rochester,-8640155.46346567,5337677.67014532,-77.6158371,43.16865158
New York,Syracuse,-8476319.4878324,5318223.90058718,-76.14407349,43.0410614
North Carolina,Asheville,-9189293.51301306,4242178.01137441,-82.54882813,35.57411957
North Carolina,Cape Hatteras,-8402506.48456708,4234281.17369402,-75.481,35.5164
North Carolina,Charlotte,-8998456.58077937,4190760.14795332,-80.8345108,35.19755173
North Carolina,Greensboro,-8886288.63954395,4311483.2429843,-79.82688904,36.07889938
North Carolina,Raleigh,-8756252.26805496,4276149.4068854,-78.65875244,35.82194901
North Carolina,Wilmington,-8673046.31651284,4057364.4160736,-77.91130066,34.21244812
North Dakota,Bismarck,-11217364.9142313,5910379.348145,-100.7673035,46.80546951
North Dakota,Fargo,-10777632.8780707,5921959.96343806,-96.81712341,46.87662888
North Dakota,Minot,-11276229.9151221,6145824.50336895,-101.2960968,48.23371124
Ohio,Akron,-9074931.82751564,5024207.6755427,-81.52149963,41.08039856
Ohio,Cleveland,-9092410.42804439,5083356.60290709,-81.67851257,41.47969818
Ohio,Columbus,-9238112.992961,4864333.71132316,-82.98738098,39.98892975
Ohio,Dayton,-9372806.92741698,4833889.34345341,-84.19735718,39.77907181
Ohio,Mansfield,-9186851.77452906,4977423.34157127,-82.52689362,40.76284027
Ohio,Toledo,-9304266.69317133,5110773.22962217,-83.58164978,41.66395187
Ohio,Youngstown,-8977515.38303671,5026969.63390078,-80.64639282,41.09909821
Oklahoma,Oklahoma City,-10855151.915352,4227533.72633207,-97.51348877,35.46704865
Oklahoma,Tulsa,-10677364.4827842,4318213.8979813,-95.91639709,36.1277504
Oregon,Astoria,-13781482.3913792,5810532.56810441,-123.8011627,46.18803024
Oregon,Burns,-13241453.4298599,5401181.72848661,-118.95,43.5833
Oregon,Eugene,-13704787.1806687,5473647.93889444,-123.1121979,44.0530014
Oregon,Medford,-13675944.9351253,5212016.79491246,-122.8531036,42.33980179
Oregon,North Bend,-13775786.9856676,5375614.45425162,-123.75,43.4167
Oregon,Pendleton,-13226681.2109802,5728227.05325047,-118.8172989,45.67378998
Oregon,Portland,-13654059.3228602,5706659.71651738,-122.6565018,45.53824997
Oregon,Redmond,-13452960.4623671,5506807.81284575,-120.85,44.2667
Oregon,Salem,-13694757.795486,5609643.30024162,-123.0221024,44.92449951
Pacific Islands,Guam,16122769.2059094,1522639.17855836,144.8333,13.55
Pennsylvania,Allentown,-8402135.65262657,4952981.3449694,-75.47766876,40.59632874
Pennsylvania,Bradford,-8612421.64835596,5131067.33563995,-77.3667,41.8
Pennsylvania,Erie,-8915198.82225943,5179849.94743364,-80.08659363,42.12585068
Pennsylvania,Harrisburg,-8558744.08341587,4906138.65900649,-76.88450623,40.27605057
Pennsylvania,Philadelphia,-8363954.50775869,4866933.49164142,-75.1346817,40.00682068
Pennsylvania,Pittsburgh,-8902965.50040209,4929973.71382818,-79.97669983,40.43920898
Pennsylvania,Wilkes-Barre,-8446455.54087051,5048753.66488692,-75.87580109,41.24639893
Pennsylvania,Williamsport,-8575802.27920847,5047643.36338133,-77.03774261,41.23889923
Puerto Rico,San Juan,-7347086.39235606,2088328.44520491,-66,18.4333
Rhode Island,Providence,-7950408.1030973,5134345.47097338,-71.41973114,41.82194901
South Carolina,Charleston,-8904895.11022911,3866834.27498053,-79.99403381,32.78525162
South Carolina,Columbia,-9004225.87814258,4034070.92084197,-80.88633728,34.03923035
South Carolina,Greenville,-9169559.1699451,4141975.85053074,-82.37155151,34.83864975
South Dakota,Huron,-10933558.4706507,5521930.21484537,-98.21782684,44.36389923
South Dakota,Pierre,-11167849.8488791,5523344.01655497,-100.3225021,44.37297821
South Dakota,Rapid City,-11491823.0965182,5477086.80621293,-103.2328033,44.07519913
South Dakota,Sioux Falls,-10767945.7591339,5395175.04347264,-96.73010254,43.5442009
Tennessee,Bristol,-9150167.94583043,4379032.43852535,-82.19735718,36.56779099
Tennessee,Chattanooga,-9490761.15225671,4172882.69399782,-85.25695801,35.0662117
Tennessee,Knoxville,-9344858.15214415,4297119.82777968,-83.94628906,35.97454834
Tennessee,Memphis,-10019532.1309956,4178240.82740683,-90.00698853,35.10559845
Tennessee,Nashville,-9497411.60016248,4316691.01622472,-85.3167,36.1167
Texas,Abilene,-11102892.8164969,3823119.57074662,-99.73898315,32.45449829
Texas,Amarillo,-11334406.1377957,4191440.92277274,-101.8187027,35.20254898
Texas,Austin,-10881537.9775943,3542928.71886825,-97.7505188,30.30587959
Texas,Brownsville,-10851651.948185,2989807.25209534,-97.48204803,25.92510033
Texas,Corpus Christi,-10830587.6021425,3209812.06958486,-97.29282379,27.68893623
Texas,El Paso,-11848568.3013091,3743538.67680983,-106.4375,31.84925079
Texas,Fort Worth,-10835421.8202358,3862683.49554175,-97.33625031,32.75389862
Texas,Houston,-10618401.8090589,3473852.85404143,-95.38672638,29.76869965
Texas,Lubbock,-11340717.2850067,3971990.43847424,-101.8753967,33.57585144
Texas,Lufkin,-10544865.9902125,3676139.35082651,-94.72614288,31.33352089
Texas,Midland,-11365741.917669,3766788.2566261,-102.1001968,32.02648926
Texas,Port Arthur,-10459871.412752,3481738.12027773,-93.9626236,29.83016777
Texas,San Angelo,-11182310.0392261,3690813.80867449,-100.4524002,31.44605064
Texas,San Antonio,-10965566.9007735,3434024.48053854,-98.50536346,29.45764923
Texas,Victoria,-10796092.4203864,3353289.56471345,-96.9829483,28.82419968
Texas,Waco,-10818384.0059288,3706860.75255345,-97.18319702,31.56895065
Texas,Wichita Falls,-10966782.2502386,4015104.75954177,-98.51628113,33.89793015
Utah,Cedar City,-12587284.6203244,4535690.22230155,-113.0735016,37.68975067
Utah,Salt Lake City,-12459979.5949935,4979544.52772269,-111.9299011,40.77727127
Vermont,Burlington,-8151500.33562795,5541288.63948638,-73.2261734,44.48809052
Virginia,Lynchburg,-8815550.41642412,4495179.9930009,-79.19143677,37.40121841
Virginia,Norfolk,-8487548.08672003,4428407.07619652,-76.24494171,36.9231987
Virginia,Richmond,-8624431.51748623,4513389.31492566,-77.47458649,37.53105164
Virginia,Roanoke,-8900928.02866766,4477983.58627485,-79.95839691,37.27840042
Virginia,Sterling,-8617051.09758555,4721862.27597351,-77.40828705,39.00133133
Washington,Olympia,-13680475.104067,5948919.12227877,-122.8937988,47.04191971
Washington,Quillayute,-13742391.1384296,6098540.6437777,-123.45,47.95
Washington,Seattle,-13619973.4951544,6044164.79809221,-122.3503036,47.62179947
Washington,Spokane,-13070466.8589807,6052509.09736592,-117.4140015,47.67229843
Washington,Yakima,-13417215.7850053,5875832.32564618,-120.5289001,46.59262848
West Virginia,Charleston,-9087058.98731419,4629066.04644955,-81.63043976,38.35055161
West Virginia,Elkins,-8699618.20549433,4704969.05787244,-78.15,38.8833
West Virginia,Huntington,-9176485.21485382,4637926.97313986,-82.43376923,38.41294861
Wisconsin,Eau Claire,-10184873.0659944,5593409.29402595,-91.49227142,44.82115173
Wisconsin,Green Bay,-9794974.57913595,5546518.83182337,-87.98975372,44.52159882
Wisconsin,La Crosse,-10156111.511497,5438701.24568044,-91.23390198,43.82695007
Wisconsin,Madison,-9950573.19186244,5324126.06581354,-89.38751984,43.07979965
Wisconsin,Milwaukee,-9792399.50105268,5321619.44286353,-87.9666214,43.06335068
Wyoming,Casper,-11836523.5212733,5286526.4165855,-106.3292999,42.83259964
Wyoming,Cheyenne,-11665436.2173868,5033819.3225382,-104.7923965,41.14545059
Wyoming,Lander,-11940874.4230748,5284113.20499575,-107.2667,42.8167
Wyoming,Rock Springs,-12158481.3851913,5100971.66409566,-109.2214966,41.59814072
Wyoming,Sheridan,-11906409.8975933,5588849.69800905,-106.9570999,44.79209137
